Description,TotalSalesDollars,ProfitMargin
Manteo Red Blend Sonoma Cnty,407.76,34.19658622719247
Mapuche Svgn Blanc,833.2800000000001,38.73847926267282
Marchesi Barolo Ruvei B Alba,179.9,11.550861589772095
Marchesi Bassini Chianti Rsv,413.64,33.33333333333333
Marchesi Bassini Sangiovese,359.64,34.63463463463464
Marchesi Di Barolo Sbirolo N,227.88,34.64981569246973
Marchesi di Barolo Barbaresc,986.79,7.244702520293073
Marcus James Rsl,223.72000000000003,15.519399249061335
Margaritaville Coconut,999.8100000000003,15.928026325001769
Margaritaville Island Lime,507.1500000000002,8.58720299714093
Margaritaville Tangerine Teq,376.74,64.48479057174708
Marie Brizard Anisette,159.92000000000002,21.86093046523262
Mark West Pnt Nr Santa Lucia,409.7200000000001,94.18627355267012
Mark West Pnt Nr Willamette,607.7400000000001,10.968506269128257
Marques de Grinon 10 Cab Svg,999.7500000000001,83.78394598649662
Marquis de Calon St Estephe,927.6800000000001,75.48723697826837
Marquis de Chasse Red Gines,205.82,61.403167816538726
Mas Alta Black Slate Priorat,611.64,77.16303708063566
Mas Belles Eaux Les Cot Roug,50.97,9.77045320776927
Mas Carlot Grenache Syrah,831.36,1.2702078521939888
Mas la Chevaliere Chard,359.64,31.03103103103102
Masi Tupungato Corbec,167.88,31.95139385275197
Masseria Prosecco,959.04,14.414414414414404
Massolino Barolo Parussi,989.85,90.99055412436228
Mastroberardino Radici Taura,934.83,3.9568691633772994
Matanzas Creek Chard Sonoma,543.7900000000001,63.96403023225877
Mayfair London Dry Gin,411.82000000000005,87.86362974114904
Maz Caz Rouge,575.64,31.95747342088805
McCormick Cherry Vodka,188.73000000000002,65.07709426164362
McCormick Gold Rum,524.2500000000001,28.999523128278504
McCormick Irish Cream Liquer,545.4800000000001,13.109554887438602
McCormick Scotch,494.0700000000001,40.02064484789605
McManis Barbera Jamie Lynn,113.91,22.78114300763761
McManis River Jct Chard Cal,617.46,37.99436400738511
McWilliams Hanwood Cab Svgn,945.7200000000001,66.98600008459164
Meletti Amaro,35.98,20.011117287381868
Melini Orvieto Clsc Orzalume,159.8,58.623279098873596
Menage a Trois Merlot,155.88,33.33333333333333
Mer Soliel Reserve Chard SB,441.74000000000007,5.138769411871246
Mercat Brut Nature,314.79,53.92166206042123
Mercer Canyons Red,546.24,34.819859402460466
Mercer Canyons Rsl,167.88,35.09649749821301
Mercer Pnt Gris,89.92999999999999,75.64772600911822
Meridian Pnt Grigio Cal,131.88,33.75796178343949
Merieau 12 Les Hex PN VdP,506.61000000000007,13.345571544185875
Merlo Family Vyds Pnt Nr,431.76,34.18565869927737
Mermelada Sassy Red,23.98,34.19516263552961
Merriam Cab Franc Windacre V,594.83,80.52384714960577
Merriam Cuvee Pnt Nr RRV,574.77,66.34479878908085
Merry Irish Cream Liqueur,35.97,73.53350013900473
Merum Monastrell Jumilla,455.62,16.35134541942847
Mia Dolcea Pink Moscato,143.88,35.446205170975816
Mile Marker Pnt Gris,671.5200000000001,32.880629020729096
Mimosa by St Clair Winery,335.76,67.3338098641887
Miolo  Lote 43,359.88,2.61753917972658
Mionetto IL Lambrusco Sprklg,167.88,31.52251608291637
Mionetto IL Moscato,747.0600000000004,27.26688619388006
Mirafiore Dolcetto D'Alba,679.6800000000002,83.76883239171374
Moillard Ch D'Eau Pnt Nr,351.7700000000001,18.716775165591173
Mojoshot Blue Lagoon RTD,316.8000000000006,97.0044191919192
Mollydooker Gigglepot Cab Sv,479.88,25.506376594148534
Mollydooker Violinist Verdel,467.78000000000003,21.12959083329771
Mommy's Time Out Delicious R,65.94,67.33393994540492
Mommy's Time Out Moscato,323.64000000000004,12.430478309232502
Momokawa Diamond Sake,179.88,35.49032688458972
Momokawa Silver Sake,899.0400000000002,7.87506673785373
MontGras RSV Cab Svgn,119.88,33.33333333333333
Montanya Platino Rum,725.6700000000002,83.03223228189123
Monte Degli Angeli,671.7200000000001,28.63693205502294
Montelvini CabMerlot,221.99,31.974413261858647
Montes Spring Harvest Svgn B,239.52,32.46492985971944
Montezuma Tequila Gold,934.83,26.2924809858477
Montezuma Triple Sec,78.11999999999999,38.86328725038402
Montsarra Brut Cava,734.5100000000002,18.114116894256053
Moonstone Plum Sake,461.68,36.15707849592792
Morande Edicion Limitada,284.81000000000006,79.35465749095889
Morgan Winery Garys Vyd Pnt,223.93,71.23654713526548
Motto Znfdl Unabashed,265.78000000000003,38.91188200767552
Mount Royal Light Canadian W,659.4,22.474977252047314
Mr Boston Amaretto Liqueur,277.92,27.979274611398967
Mr Boston Creme de Menthe-Wh,240.1300000000001,23.40815391662852
Mr Boston Melon Liqueur,273.4700000000001,6.571104691556689
Mr Boston Peppermint Schnaps,473.7700000000003,16.43413470671428
Mr Boston Triple Sec,80.91000000000001,26.523297491039443
Mulderbosch Faithful Hound,239.88,34.21710855427713
Murphy-Goode All In Claret,994.5300000000001,51.74806189858526
My Big Fat Greek Red Wine,287.76000000000005,67.72310258548792
Naked Ryan Patrick Vyd Chard,130.89,20.666208266483295
Nanbu Bijin Southern Beauty,535.6800000000001,76.74731182795699
Nantucket Vyd Chard,14.99,33.3555703802535
Napa River Chard Napa Cnty,167.76,34.19170243204577
Nardi Brunello di Montalcino,649.87,95.04824041731425
Nasiakos Agiorgitiko Rd,809.4600000000002,23.356311615150858
Nassua Royale Liqueur,701.64,25.03563080782167
Natale Verga Prosecco,146.85999999999999,42.47582731853465
Nativa Terra Cab Svgn Orgnic,119.88,35.43543543543543
Navarro Vyds Late Harvest Ge,911.52,34.228541337546076
Neirano Pitul Moscato d'Asti,515.57,28.490796594060956
Neirano Prosecco,547.7800000000001,20.873343313008885
Nero D'Avola Donnafugata Scl,191.88,35.08442776735459
Netzl Rosanna Rose,391.72,55.70305320126621
New Amsterdam Orange,503.58000000000004,16.0272449263275
New Amsterdam Orange Vodka,272.79,9.468822170900697
New Amsterdam Red Berry Vdka,63.96,81.20700437773608
Newman's Own Common Good Red,79.92,2.55255255255256
Newton Merlot Napa Unfilterd,221.94,34.19843200865099
Nexo Rioja,119.88,31.931931931931935
Nicolis Recioto Valpo Clsc,219.78000000000003,69.6969696969697
Niner Wine Est Red Paso Robl,203.88,32.90170688640376
Ninety Cellars Lot 105 Chard,415.68000000000006,13.991531947652058
Ninety Cellars Lot 92 Merlot,142.87,35.03184713375796
Ninety Cellars Lot 96 Chard,779.4,18.337182448036945
Ninety+Cellars Lot 112 Svgn,359.6400000000001,31.03103103103104
Ninety+Cellars Lot 33 Rose,681.3800000000002,56.60571193753854
Ninety+Cellars Lot 71 Malbec,494.67000000000013,87.95560676814847
Ninety+Cellars Lot 83 Pnt Nr,558.57,9.984424512594666
Ninety+Cellars Lot 90 Rosso,458.83000000000004,51.32837870235164
NinetyCellars Lot 122 Chard,681.3800000000002,8.779242126273171
Nortico Alvarinho,629.5500000000001,9.268525137002642
Nozzole La Forra Chianti Gra,480.87000000000006,68.38230706843845
Nozzole Le Bruniche Chardon,129.89999999999998,17.782909930715924
Nuvo Lemon Sorbet Liqueur,124.94999999999999,84.84993997599038
Nyers Vyds Sage Canyon Red,132.92999999999998,90.14518919732191
OR-G Liqueur,280.87,23.779684551571897
Oak Leaf Cab Svgn Cal,179.4,31.438127090301005
Oak Leaf Chard Cal,107.64000000000001,32.77591973244148
Oak Leaf Merlot Cal,358.8,33.44481605351171
Oak Leaf Moscato,35.88,35.11705685618729
Oak Leaf Pnt Grigio Cal,71.76,67.55852842809364
Oak Leaf Svgn Bl Cal,215.28,33.44481605351171
Oak Ridge OZV Znfdl Lodi,971.28,16.543118359278488
Oakhurst Happy Camper Chard,989.1,18.871701546860788
Oakhurst Happy Camper Merlot,659.4,56.96087352138307
Obsidian Ridge Cab Svgn,86.97,31.04518799586064
Occhio A Vento Vermentino,67.83,80.68701164676396
Octave Vino Verde White,89.89999999999999,20.04449388209121
Oko Cab Svgn VdP L'Herault,143.88,32.443703085904914
Old Forester Birthday 2016,269.96999999999997,20.002222469163232
Old Forester Bourbon,439.8000000000001,37.97180536607551
Old Smuggler,579.4200000000002,10.034172103137653
Old Thompson,74.94,25.940752602081663
Ole Smoky Charred Tennesse,987.4800000000002,75.28253736784542
Ole Smoky Strawberry Lightin,143.91,82.50295323466055
Olivier Chablis Savary,350.73,84.97989906765888
Olivier Leflaive Bourg Al 12,113.93999999999998,21.730735474811286
Once Upon A Vine Red,515.5700000000002,53.798708225847136
Opici Homemade Barberone Bia,191.92,31.971654856190074
Opici Marsala Cal,937.3299999999999,18.00326459197935
Oro de Oaxaca Mezcal,311.88000000000005,26.47171989226627
Our Daily Red Cab Svgn,579.4800000000002,74.5185338579416
Ozeki Nigori Unfiltered Sake,335.52,31.47353361945637
Ozeki Yamadanishiki Jun Sake,539.4600000000002,39.939939939939954
P & J Cold Soaked Berries,989.2900000000004,93.92695771715069
Pacific Rim Dry Rsl,773.4500000000004,32.46492985971948
Pacifico Sur Cab Svgn Rsv,269.73,11.244577911244592
Pacifico Sur Chard Curico,503.01000000000005,59.92127393093578
Pacifico Sur Rsv Malbec,9.99,31.031031031031038
Pali Riviera Pnt Nr Sonoma,866.4900000000001,15.79822040646748
Pali Summit Station R Pnt Nr,569.8100000000001,55.504466401081075
Pali Wine Co Chard Durell Vy,799.84,58.05411082216444
Pali Wine Co Pnt Nr Fiddlstx,419.93,70.84514085680946
Pallini Raspicello Liqueur,299.88,24.80992396958784
Pancho Villa Rojo,888.0599999999997,22.93313514852598
Parducci Sustainable Red,155.88,49.73056197074673
Parducci Sustainable White,89.88,34.57943925233645
Pascual Toso Cab Svgn Argn,293.7200000000001,95.07694402832631
Pastene Marsala,764.1500000000003,13.064188968134575
Paul D Gruner Veltliner,173.88,35.4727398205659
Paul Masson Ruby Burgundy Ca,668.76,41.37807285124709
Paydirt Red Paso Robles,831.6300000000001,46.625302117528236
Pazo de Galegos Albarino,230.89,93.89752696089046
Pellegrino Marsala Sweet,659.4500000000002,13.145803320949298
Penalolen Cab Svgn Maipo,221.88,31.043807463493778
Pendleton Canadian Whisky,593.73,27.11333434389369
Penfld Bin 407 Cab Svgn Ausl,629.91,92.38938896032768
Penfolds B28 Shiraz/Kalimna,890.7300000000001,97.78496289560248
Penfolds Koonunga Cab/Merlot,155.88,35.488837567359504
Penfolds Tawny Port Club,383.76,31.01938711694808
Penner-Ash Viognier,251.91,14.3027271644635
Pennywise Cab Svgn,540.5300000000001,11.309270530775368
Pepe Lopez Premium Gold,99.89999999999999,10.390390390390387
Pepperjack Barossa Red,191.92,0.02084201750729056
Pepperwood Grove Pnt Grigio,559.2500000000001,33.69691551184623
Peregrine Pnt Nr,485.81999999999994,77.01617883166605
Pertinace Barbera D'Alba,764.4900000000001,45.67227825086006
Peter Vella Moscato Sangria,119.92,33.755837224816545
Phantom Bay Svgn Bl,431.5200000000002,18.242491657397146
Philippe Herard Bl de Blanc,303.62000000000006,71.17449443383177
Phillips Union Cherry Whisky,137.94,21.879077859939102
Piero Broglia Gavi di Gavi,119.94,12.823078205769548
Pietro Rinaldi Argante Nebbi,623.76,35.05194305502116
Pietro Rinaldi Monpiano Barb,719.64,32.416208104052025
Pietro Rinaldi di Como Dolce,407.76,34.19658622719247
Pinecroft Cab Svgn Cal,197.39999999999998,32.52279635258358
Pinecroft Chard Cal,236.87999999999997,20.212765957446795
Pinecroft Pnt Grigio,125.02000000000002,12.98992161254201
Pinnacle Atomic Hots,12.99,24.788298691301005
Pinnacle Cake Vodka,85.40999999999998,82.648401826484
Pinnacle Cinnabon Vodka,155.88,40.415704387990765
Pinnacle Coconut,125.93999999999998,24.24964268699379
Pinnacle Coconut Vodka,77.94,42.956120092378754
Pinnacle Key Lime Whipped,389.7000000000001,71.42417244033872
Pinnacle Orange Whipped,104.39,79.79691541335376
Pinnacle Pumpkin Pie,233.82,55.692412967239754
Pinnacle Red Liquorice,826.4700000000003,76.73599767686669
Pinnacle Vodka Gift Pak,857.2400000000005,96.99384069805423
Pinot Evil VDP Beaute Pnt Nr,119.88,59.45945945945946
Pinotage Southern Right,614.5900000000001,32.3435135618868
Pio II Chianti 07,83.88,32.90414878397711
Pizzolato Fields Prosecco,167.88,31.52251608291637
Plymouth Navy Strength Gin,221.94,27.00729927007299
Poema Brut Cava Penedes,371.69000000000017,17.18905539562542
Pofyros-Spiropooulos,149.94,31.052420968387356
Poggio Amorelli Chianti Clsc,455.76,67.11427066877303
Pol Roger Rose 02 Brut,935.8799999999999,8.595119032354557
Ponte Vinho Verde,719.28,20.587253920587244
PopCrush Sparkling Wine,107.88,31.92436040044494
Porta Vita Bianco,827.3100000000002,49.402279677509036
Portal 40 Yr Old Tawny Port,189.99,34.21232696457709
Portillo Malbec,107.88,31.03448275862068
Pot de Vin Rouge Organic,179.88,31.95463642428285
Presswork Grenache Mclaren V,158.22,31.968145620022753
Prichard's Single Malt,34.99,23.663903972563592
Primo Amore Rsl,137.88,33.33333333333333
Pro.mis.Q.ous Red CA,461.58000000000004,39.65509770787297
Pro.mis.Q.ous White CA,191.89,73.4848090051592
Proemio Chard,325.62000000000006,78.07259996314723
Proemio Malbec,95.88,34.66833541927409
Promesses de France CdRhone,71.91,92.33764427756917
Proud Pour The Oyster Svgn B,699.65,33.316658329164575
Proximo Red Rioja,279.6000000000001,15.007153075822622
Purity Vodka,479.88,26.481620405101275
Quara Malbec,11.99,32.44370308590492
Quattro Mani Montepulciano,811.4200000000002,58.33970077148704
Querceto Vin Santo Chianti C,406.89000000000004,34.63098134630982
Quinta do Casal Monteiro,599.5,0.6772310258548889
Quinta dos Murcas Rsv Red Al,503.88,33.341271731364614
Quivira Znfdl Dry Creek Vly,137.88,35.0739773716275
Quota 31 Primitivo IGP,287.76,31.02585487906589
R Mondavi Malbec Private Slt,85.9,28.055878928987205
R Mondavi Pvt Sel Cab Svgn,867.4200000000005,31.05070208203641
R Mondavi Winery Cab Svgn Na,123.99,32.43003468021614
R Perrin Chtnf du Pape,221.94,34.19843200865099
R Stemmler Carneros Pnt Nr E,73.98,65.5177074885104
R Stuart Big Fire Rose,227.88,34.228541337546076
R Young Est Cab Svgn Alexndr,209.96,2.610020956372651
Ramon Bilbao Valinas Albarin,111.91999999999999,2.0014295925661014
Rampolla Sammarco Toscna IGT,989.82,92.54207835768119
Ranch 32 Chard,13.99,32.4517512508935
Rastignac Pineau des Charent,167.88,34.66761972837741
Ravines Cabernet Franc,409.7500000000001,75.95607077486272
Ravines Gewurztraminer,16.99,35.49146556798116
Rebel Newmans Own Cab Svgn,529.47,17.479743894838247
Rebel Newmans Own Chard,199.8,22.042042042042052
Red Diamond Shiraz Wash,527.4900000000001,58.54518569072401
Red Truck Znfdl Sonoma Cnty,71.94,31.943286071726433
Redtree Moscato,8.99,35.483870967741936
Regnard Macon Lugny Chard,131.94,31.51432469304229
Rentas De Fincas Rioja,899.2500000000001,55.296080066722276
Revelation Chard Pays D'Oc,81.48,34.609720176730484
Rex Goliath Cab Svgn Free Ra,314.7300000000001,13.869030597655158
Rex Goliath Chard Free Range,583.5400000000001,26.174726668266118
Rex Goliath Moscato,301.5400000000001,2.1025402931617796
Rex Goliath Pink Moscato,257.59000000000015,7.061609534531671
Rex Goliath Pnt Grigio Free,133.89999999999998,19.073935772964887
Rex Goliath Svgn Bl,366.68000000000006,13.750409076033614
Rhum Barbancourt 3 Star,246.33000000000007,48.45938375350142
Rib Shack Red,395.64,32.84804367606915
Riebeek Cellars Cab Svgn,674.35,42.61140357381182
Riebeek Cellars Chard,403.61,59.02975644805629
Right Gin,359.88,22.474158052684228
Right Hand Man Syrah,37.98,38.493944181147974
Rio Madre 2014 Rose Rioja,947.0700000000004,86.63879121923407
Riojana Cab Svgn,449.4000000000001,18.93190921228305
Riojana Chard,89.88,30.97463284379172
Riojana Malbec,179.76,33.778371161548726
Riondo Prosecco,575.64,33.771106941838646
Rittenhouse Rye Bonded Whsky,347.88,23.07692307692307
Riunite Bianco,227.76,17.808219178082194
Riunite Peach Moscato,59.94,31.931931931931935
Riunite Sweet White,161.73,97.4649106535584
Robert Sinskey Pnt Bl,874.6500000000002,94.3989024181101
Robert Sinskey Pnt Gris,574.77,29.97546844824886
Rocca di Montemassi Le Faca,90.87,31.473533619456372
Rock Hills Farm Bourbon,649.87,30.07216827980981
Ron Barcelo Imperial Rum,173.94,20.627802690582957
Ron Zacapa XO Rum,659.94,23.66578779889082
Roncolato Pnt Grigio Veneto,428.58,31.009379812403747
Roncolato Valpo Super S Barb,173.88,33.33333333333333
Rose 'N' Blum Pink Moscato,89.70000000000002,32.77591973244148
Rosenblum Znfdl Paso Robles,215.88,33.79655364091162
Rosita Tequila Liqueur,65.61,25.925925925925934
Rosso del Popolo Lange Rosso,359.76,33.3555703802535
Rothman & Winter Apricot,65.97,25.92087312414734
Rothman & Winter Pear Liquer,21.99,21.282401091405184
Royal Thistle Scotch,203.88,73.74926427310183
Rozes White RSV Porto,892.5300000000002,49.621861450035304
Ruca Malen Petit Verdot,227.87999999999997,31.964191679831483
Ruca Malen Yauquen Bonarda,231.70999999999998,69.31077640153639
Ryan Patrick Ryan's Rsl,933.2000000000002,19.348478354050584
S Aviron Cd Brouilly 12 Viel,949.5000000000003,83.22801474460243
S S Pierce 99 Vodka 80 Proof,264.18,51.657960481489894
S S Pierce Manhattan,263.76,42.74340309372156
S S Pierce Ninety Nine Bl W,67.41,73.7427681352915
S S Pierce Ninety Nine Gin,67.41,8.129357662067937
S S Pierce Ninety Nine Rum,149.8,33.04405874499332
Saint M Pflaz,287.76,28.690575479566306
Salers Apertif Gentiane,21.99,35.06139154160982
Salmon & Trout Bordeaux Blnc,89.8,66.92650334075724
Salmon Creek Merlot Calif,149.70000000000002,33.26653306613227
Salmon Creek Pnt Nr Cal,578.7100000000005,20.747870263171606
Salmon Creek Wh Znfdl Cal,224.55,8.082832331329328
Salted Caramel Martini Wine,199.29000000000005,23.769381303627902
Samos High Peaks Muscat,160.86,65.53524804177546
San Callisto Montepulcno 09,527.76,34.65211459754434
San Guido Sassicaia Guildal,699.72,78.13411078717202
Sanford La Riconda Pnt Nr,759.8000000000001,70.77783627270335
Santa Barbara Winery Chard,265.85,6.654128267820209
Santa Ema Reserve Merlot,563.53,32.86071726438699
Santa Marta Pnt Grigio,95.88,34.16770963704631
Santa Rita Organic Svgn Bl,9.99,66.46646646646647
Sassy Bitch Pnt Noir,143.88,31.526271893244374
Sauvignon Republic Svgn Bl,96.69,27.272727272727277
Sauza Sparkling Margarita,167.76000000000005,96.793037672866
Sauza Sprklg Wild Berry Marg,27.96,82.15307582260371
Sbragia Home Ranch Merlot,549.7500000000001,66.44474761255115
Scagliola Dolcesvago Moscato,104.78999999999999,68.22215860292012
Scala Dei Negre Priorat,787.5800000000002,71.48353183168695
Schlink Haus Auslese,359.7300000000001,16.137102827120355
Schlink Haus Kabinett,659.4,22.58416742493176
Schlink Haus Spatlese,137.88,31.070496083550907
Scoresby Scotch,11.99,28.607172643869887
Scorpion Anejo Mexcal,359.91999999999996,44.43765281173594
Scorpion Silver,209.94,22.492140611603315
Sea Hagg Poitin White Whisky,98.88999999999999,44.50399433714227
Sea Pearl Svgn Bl,818.3700000000001,22.26499016337355
Sea Ridge Chard Cal,77.94,31.947652040030793
Seagrams 7 PET,599.4000000000001,20.020020020020034
Seagrams Twisted Lime Gin,203.88,20.0117716303708
Sebastiani Merlot Sonoma,19.99,31.965982991495746
Secoli 14 Pnt Grigio Venezia,189.81,60.59217111848692
Seghesio Arneis RRV,197.82000000000002,77.16105550500455
Seifried Nelson Svgn Blanc,287.82000000000005,8.025849489264129
Sensi Tuscano Bianco,269.64,33.377837116154865
Serbal Chardonnay,389.70000000000005,39.168591224018485
Sette Ponti Crognolo Toscan,139.93,71.61437861788038
Seven Deadly Zins Lodi Znfdl,299.8,22.82188125416945
Shafer Hillside Cab Svgn 06,779.98,66.66709402805199
Shannon Ridge 09 Cab Svgn,575.6400000000001,58.0571190327288
Shannon Ridge Chard HE Lake,335.79,59.81416957026714
Shooting Star Chard Lake Cny,344.77,28.938132668155582
Shooting Star Znfdl Lake Cty,794.4700000000003,8.758039951162456
Sierra Cantabria 14 Rose Rio,181.86,40.87759815242495
Sileni Nano Pnt Nr,75.80999999999999,14.523149980213681
Silo Whiskey,354.42,71.68613509395632
Silver Mtn Hard Cider,342.5100000000002,77.46635134740593
Silver Palm 12 Chard No Cst,913.3700000000001,38.66779070913211
Silver Root Marley Rum,764.4900000000002,81.66882496827952
Silverado GEO Cab Svg,437.94,35.059597205096594
Simi Cab Svgn Alexander Vly,367.98,34.20838089026578
Simple Life Chard,911.28,40.900711087700806
Simply Naked Cab Svgn,895.1300000000005,80.09227709941574
Simply Naked Undressed Red,523.3800000000001,34.73193473193474
Six Hats Chenin Blanc,143.88,33.778148457047536
Skinnygirl Chard,152.84,8.924365349384987
Skinnygirl Cucumber Vodka,779.4800000000001,98.564427567096
Skyy Infusions Georgia Peach,215.81999999999996,86.84088592345472
Smashberry Red,477.6,72.16499162479062
Smirnoff Cinn Sugar Twist,233.82000000000002,2.6943802925327223
Smirnoff Coconut,402.6900000000001,9.260224986962706
Smirnoff Fluffed Marshmallow,554.6300000000001,61.39227953770984
Smirnoff Light Strawberry,5.9399999999999995,50.16835016835016
Smirnoff Lime Vodka,416.08000000000004,68.15996923668524
Smirnoff Mango Vodka,467.64000000000016,23.094688221709035
Smirnoff Pineapple,159.39000000000001,6.895037329819943
Smirnoff Pomegrante,782.46,33.86243386243387
Smirnoff Pomegrante Vodka,155.88,25.943033102386448
Smirnoff Root Beer Float,536.5600000000002,43.86461905471897
Smirnoff Sours Watermelon,145.52999999999997,56.95732838589981
Smirnoff Wh Peach Sorbet,346.50000000000034,75.6883116883117
Smith & Sons Cab Svgn,137.94,31.491953023053497
Sobieski Orange Vodka,729.2700000000001,13.628697190341038
Sobieski Vanilla Vodka,669.3300000000003,0.47360793629451414
Solar de Randez Crianza,17.99,34.63035019455252
Sonoma-Cutrer Pierres Chard,479.88,34.208552138034506
Southern Right Svgn Bl,611.4900000000001,43.81428968584933
Spiced Root Marley Rum,299.8,49.28619079386258
Spring 44 Gin,531.8100000000001,69.92911002049604
Spring 44 Honey Vodka,391.86000000000007,88.92461593426223
Spring 44 Vodka,979.6500000000001,82.27938549481958
Spring Vly Uriah Walla Walla,380.89000000000004,60.79970595184962
Spud Potato Vodka,721.1100000000001,55.91518630999431
St Clement Carneros Chard,539.73,30.68756600522483
St Elizabeth Allspice Dram,179.94,50.62798710681338
St Francis Red Sonoma,547.5000000000001,12.241095890410973
St Francis White Splash,71.88000000000001,32.88814691151921
St George Calif Citrus Vodka,24.99,25.930372148859533
St George Green Chile Vodka,824.6700000000001,18.243661100803962
St George Spiced Pear Liquer,985.6600000000002,4.8962116754256355
St Julien Rose CDR,174.5,35.08309455587392
St Mayhem Red Coffee & Peppe,367.8399999999999,32.448890822096544
St Mayhem Wh Peach & Ginger,643.7200000000001,32.88386254893433
Staglin Family Vyd Est Chard,636.87,80.14665473330507
Staglin Salus Rthfd Chard,287.91,92.33788336632975
Stark Raving Cab Svgn,527.5600000000002,53.92182879672455
Steele 09 Bien Nacido Pnt Nr,342.86,90.66091115907368
Steele Out Kaste Lke Cty Red,791.6400000000001,82.07518569046537
Steele Pacini Mendocno Znfdl,373.78000000000003,22.957354593611214
Steele Stymie Merlot Lake Cy,580.8100000000001,52.80039944215837
Stella Moscato,139.9,35.09649749821301
Stellar Organics Cab Svgn,350.73,10.495252758532205
Stellar Organics Merlot,233.82000000000002,28.166966042254742
Stellar Organics Shiraz,155.88,31.023864511162436
Steph Avrn Chn Vielles Vig,999.5000000000003,97.27863931965982
Sterling Rsv Platinum Red,781.83,47.34660987682745
Sterling Vntrs Cltn Chard,629.16,35.51401869158879
Stival Pnt Grigio Veneto,287.64,34.167709637046315
Stones Currant Ginger Flavor,516.5300000000001,33.649546008944306
Stradanova Barolo,195.96,0.6736068585425706
Stump Jump Shiraz,311.7400000000001,40.41188169628539
Sule Susumaniello IGP,20.99,31.967603620771794
Summers Calistoga Cab Svgn N,199.92000000000002,32.41296518607443
Summers Est Cab S Andriana C,243.85,33.51650604880049
Sutter Home Malbec Arg,71.88,32.05342237061768
Sutter Home Moscato,640.9300000000003,27.829872216934813
Sutter Home Muscato,419.30000000000007,20.46744574290485
Sutter Home Pnt Grigio,143.04,33.557046979865774
Sutter Home Red Blend,181.75,2.3380102089716135
Sutter Home Red Moscato,349.6500000000001,20.00000000000001
Sutter Home Sweet Red,876.9700000000003,20.886993392045692
Sutter Home White Merlot Cal,383.36,29.930091819699484
Sutter Home Znfdl,431.28,32.38731218697829
Svedka Colada Vodka,923.7,46.880543551704406
Svedka Grape Vodka,545.5800000000002,64.37369405036843
TJ Lot #45 Zinfandel Tilting,167.88,33.30950679056469
Taittinger Brut Francaise,382.99,31.97211415441656
Taittinger Brut Millesime,419.94,35.06215173596228
Tamellini Soave DOC,179.88,33.3555703802535
Tangle Ridge Canadian Whisky,237.85999999999999,26.872950475069363
Tanteo Tropical Tequila,199.95,69.92248062015504
Tasca D'Almerita Lamuri Nero,459.64000000000004,51.88408319554434
Tavernello Pinot Grigio IGT,71.94,31.02585487906589
Tavernello Pnt Grigio,143.76,44.07345575959932
Taylor Lake Country Wh,63.92,34.167709637046315
Taylor New York Marsala,575.2800000000001,28.274926992073436
Telmo Rodriguez Gaba do XII,107.88,34.59399332591768
Temptation Znfdl,441.71999999999997,53.87123064384678
Tempus Fugit Gran Classico,39.99,24.231057764441115
Tempus Fugit de Violettes,32.99,21.885419824189153
Ten High Bourbon,816.0800000000003,40.70556808156066
Tentaka Kuni Hawk Heavens J,467.64,55.86348473184501
Tenuta Santo Pietro Imago 11,329.25,45.62186788154898
Tenuta Sette Cieli Yantra,725.6700000000001,73.91651852770543
Tenuta di Biserno Il Pino,779.87,68.1716183466475
Tenuta la Favola Bianco,419.76,34.19096626643796
Terra D'Oro Znfdl,143.88,32.443703085904914
Terra Mia Lacryma Christi Wh,778.8700000000001,32.62161849859413
Terra de Touros Red,487.3900000000001,22.88721557684813
Terra de Touros White,953.3200000000004,84.20572315696724
Terrazas Alto Cab Svgn Argn,190.78000000000003,28.797567879232634
Terrazas Alto Chard Mendoza,278.21,12.397110096689556
Terrilogio Primitivo,189.76000000000002,42.95952782462058
Terruzzi & Puthod Vernaccia,4.99,32.46492985971944
Thatchers Organic Coffee Hou,99.89999999999999,21.221221221221214
Thatchers Organic Cucumber,539.4600000000003,24.824824824824855
Thatchers Organic Pomegranat,269.73,27.527527527527536
The Beach House Red,503.52,28.693994280266917
The Chocolate Block Red,779.74,36.74173442429528
The Club Mudslide,83.58000000000001,91.32567599904283
The Club Strawbry Margarita,143.28,98.97403685092128
The Crusher 12 Sugar Beet Rd,167.88,31.52251608291637
The Culprit Red,399.8000000000001,12.34117058529268
The Curator Red,359.64,31.03103103103102
The Curator White,119.88,32.93293293293292
The Divining Rod Chard,239.83,9.635992161114128
The First Lady Cab Svgn,779.4,31.947652040030793
The Glenlivet Oloroso Nadu,794.9,85.25852308466474
The Great American Wine Chrd,131.89,39.76798847524452
The Immortal Zin,503.58,35.02919099249374
The Insider Cab Svgn,953.4700000000001,11.195947434109106
The Irishman Irish Whiskey,587.2500000000001,72.09195402298852
The Loop Svgn Bl,167.88,33.30950679056469
The Messenger Telegram White,208.89,69.0746325817416
The Offering Rhone,97.96,34.21804818293181
The Pass Svgn Bl,431.52,35.483870967741936
The Path Merlot,287.76000000000005,45.87155963302754
The Pessimist Cab Svgn,90.86999999999999,36.34862991086166
The Royal Chenin Blanc,203.82999999999998,64.54398273070694
The Usual Suspect Cab Svgn,349.6500000000001,27.79064779064781
Three Olives Cake Vodka,239.84,41.82788525683789
Three Olives Dude Vodka,914.3900000000003,81.67302792025286
